field/0/__text;field/1/__text;field/2/_ref;_id
Antenatal screening for malformations using ultrasound and other physical methods;Z36.3;icdcat21-3;Z363
Antenatal screening for fetal growth retardation using ultrasound and other physical methods;Z36.4;icdcat21-3;Z364
Antenatal screening for isoimmunization;Z36.5;icdcat21-3;Z365
Other antenatal screening;Z36.8;icdcat21-3;Z368
Antenatal screening, unspecified;Z36.9;icdcat21-3;Z369
Outcome of delivery;Z37;icdcat21-3;Z37
Single live birth;Z37.0;icdcat21-3;Z370
Single stillbirth;Z37.1;icdcat21-3;Z371
Twins, both liveborn;Z37.2;icdcat21-3;Z372
Twins, one liveborn and one stillborn;Z37.3;icdcat21-3;Z373
Twins, both stillborn;Z37.4;icdcat21-3;Z374
Other multiple births, all liveborn;Z37.5;icdcat21-3;Z375
Other multiple births, some liveborn;Z37.6;icdcat21-3;Z376
Other multiple births, all stillborn;Z37.7;icdcat21-3;Z377
Outcome of delivery, unspecified;Z37.9;icdcat21-3;Z379
Liveborn infants according to place of birth;Z38;icdcat21-3;Z38
Singleton, born in hospital;Z38.0;icdcat21-3;Z380
Singleton, born outside hospital;Z38.1;icdcat21-3;Z381
Singleton, unspecified as to place of birth;Z38.2;icdcat21-3;Z382
Twin, born in hospital;Z38.3;icdcat21-3;Z383
Twin, born outside hospital;Z38.4;icdcat21-3;Z384
Twin, unspecified as to place of birth;Z38.5;icdcat21-3;Z385
Other multiple, born in hospital;Z38.6;icdcat21-3;Z386
Other multiple, born outside hospital;Z38.7;icdcat21-3;Z387
Other multiple, unspecified as to place of birth;Z38.8;icdcat21-3;Z388
Postpartum care and examination;Z39;icdcat21-3;Z39
Care and examination immediately after delivery;Z39.0;icdcat21-3;Z390
Care and examination of lactating mother;Z39.1;icdcat21-3;Z391
Routine postpartum follow-up;Z39.2;icdcat21-3;Z392
Prophylactic surgery;Z40;icdcat21-3;Z40
Prophylactic surgery for risk-factors related to malignant neoplasms;Z40.0;icdcat21-4;Z400
Other prophylactic surgery;Z40.8;icdcat21-4;Z408
Prophylactic surgery, unspecified;Z40.9;icdcat21-4;Z409
Procedures for purposes other than remedying health state;Z41;icdcat21-4;Z41
Hair transplant;Z41.0;icdcat21-4;Z410
Other plastic surgery for unacceptable cosmetic appearance;Z41.1;icdcat21-4;Z411
Routine and ritual circumcision;Z41.2;icdcat21-4;Z412
Ear piercing;Z41.3;icdcat21-4;Z413
Other procedures for purposes other than remedying health state;Z41.8;icdcat21-4;Z418
Procedure for purposes other than remedying health state, unspecified;Z41.9;icdcat21-4;Z419
Follow-up care involving plastic surgery;Z42;icdcat21-4;Z42
Follow-up care involving plastic surgery of head and neck;Z42.0;icdcat21-4;Z420
Follow-up care involving plastic surgery of breast;Z42.1;icdcat21-4;Z421
Follow-up care involving plastic surgery of other parts of trunk;Z42.2;icdcat21-4;Z422
Follow-up care involving plastic surgery of upper extremity;Z42.3;icdcat21-4;Z423
Follow-up care involving plastic surgery of lower extremity;Z42.4;icdcat21-4;Z424
Follow-up care involving plastic surgery of other body part;Z42.8;icdcat21-4;Z428
Follow-up care involving plastic surgery, unspecified;Z42.9;icdcat21-4;Z429
Attention to artificial openings;Z43;icdcat21-4;Z43
Attention to tracheostomy;Z43.0;icdcat21-4;Z430
Attention to gastrostomy;Z43.1;icdcat21-4;Z431
Attention to ileostomy;Z43.2;icdcat21-4;Z432
Attention to colostomy;Z43.3;icdcat21-4;Z433
Attention to other artificial openings of digestive tract;Z43.4;icdcat21-4;Z434
Attention to cystostomy;Z43.5;icdcat21-4;Z435
Attention to other artificial openings of urinary tract;Z43.6;icdcat21-4;Z436
Attention to artificial vagina;Z43.7;icdcat21-4;Z437
Attention to other artificial openings;Z43.8;icdcat21-4;Z438
Attention to unspecified artificial opening;Z43.9;icdcat21-4;Z439
Fitting and adjustment of external prosthetic device;Z44;icdcat21-4;Z44
Fitting and adjustment of artificial arm (complete)(partial);Z44.0;icdcat21-4;Z440
Fitting and adjustment of artificial leg (complete)(partial);Z44.1;icdcat21-4;Z441
Fitting and adjustment of artificial eye;Z44.2;icdcat21-4;Z442
Fitting and adjustment of external breast prosthesis;Z44.3;icdcat21-4;Z443
Fitting and adjustment of other external prosthetic devices;Z44.8;icdcat21-4;Z448
Fitting and adjustment of unspecified external prosthetic device;Z44.9;icdcat21-4;Z449
Adjustment and management of implanted device;Z45;icdcat21-4;Z45
Adjustment and management of cardiac devices;Z45.0;icdcat21-4;Z450
Adjustment and management of infusion pump;Z45.1;icdcat21-4;Z451
Adjustment and management of vascular access device;Z45.2;icdcat21-4;Z452
Adjustment and management of implanted hearing device;Z45.3;icdcat21-4;Z453
Adjustment and management of other implanted devices;Z45.8;icdcat21-4;Z458
Adjustment and management of unspecified implanted device;Z45.9;icdcat21-4;Z459
Fitting and adjustment of other devices;Z46;icdcat21-4;Z46
Fitting and adjustment of spectacles and contact lenses;Z46.0;icdcat21-4;Z460
Fitting and adjustment of hearing aid;Z46.1;icdcat21-4;Z461
Fitting and adjustment of other devices related to nervous system and special senses;Z46.2;icdcat21-4;Z462
Fitting and adjustment of dental prosthetic device;Z46.3;icdcat21-4;Z463
Fitting and adjustment of orthodontic device;Z46.4;icdcat21-4;Z464
Fitting and adjustment of ileostomy and other intestinal appliances;Z46.5;icdcat21-4;Z465
Fitting and adjustment of urinary device;Z46.6;icdcat21-4;Z466
Fitting and adjustment of orthopaedic device;Z46.7;icdcat21-4;Z467
Fitting and adjustment of other specified devices;Z46.8;icdcat21-4;Z468
Fitting and adjustment of unspecified device;Z46.9;icdcat21-4;Z469
Other orthopaedic follow-up care;Z47;icdcat21-4;Z47
Follow-up care involving removal of fracture plate and other internal fixation device;Z47.0;icdcat21-4;Z470
Other specified orthopaedic follow-up care;Z47.8;icdcat21-4;Z478
Orthopaedic follow-up care, unspecified;Z47.9;icdcat21-4;Z479
Other surgical follow-up care;Z48;icdcat21-4;Z48
Attention to surgical dressings and sutures;Z48.0;icdcat21-4;Z480
Other specified surgical follow-up care;Z48.8;icdcat21-4;Z488
Surgical follow-up care, unspecified;Z48.9;icdcat21-4;Z489
Care involving dialysis;Z49;icdcat21-4;Z49
Preparatory care for dialysis;Z49.0;icdcat21-4;Z490
Extracorporeal dialysis;Z49.1;icdcat21-4;Z491
Other dialysis;Z49.2;icdcat21-4;Z492
Care involving use of rehabilitation procedures;Z50;icdcat21-4;Z50
Cardiac rehabilitation;Z50.0;icdcat21-4;Z500
Other physical therapy;Z50.1;icdcat21-4;Z501
Alcohol rehabilitation;Z50.2;icdcat21-4;Z502
Drug rehabilitation;Z50.3;icdcat21-4;Z503
Psychotherapy, not elsewhere classified;Z50.4;icdcat21-4;Z504
Speech therapy;Z50.5;icdcat21-4;Z505
Orthoptic training;Z50.6;icdcat21-4;Z506
Occupational therapy and vocational rehabilitation, not elsewhere classified;Z50.7;icdcat21-4;Z507
Care involving use of other rehabilitation procedures;Z50.8;icdcat21-4;Z508
Care involving use of rehabilitation procedure, unspecified;Z50.9;icdcat21-4;Z509
Other medical care;Z51;icdcat21-4;Z51
Radiotherapy session;Z51.0;icdcat21-4;Z510
Chemotherapy session for neoplasm;Z51.1;icdcat21-4;Z511
Other chemotherapy;Z51.2;icdcat21-4;Z512
Blood transfusion (without reported diagnosis);Z51.3;icdcat21-4;Z513
Preparatory care for subsequent treatment, not elsewhere classified;Z51.4;icdcat21-4;Z514
Palliative care;Z51.5;icdcat21-4;Z515
Desensitization to allergens;Z51.6;icdcat21-4;Z516
Other specified medical care;Z51.8;icdcat21-4;Z518
Medical care, unspecified;Z51.9;icdcat21-4;Z519
Donors of organs and tissues;Z52;icdcat21-4;Z52
Blood donor;Z52.0;icdcat21-4;Z520
Skin donor;Z52.1;icdcat21-4;Z521
Bone donor;Z52.2;icdcat21-4;Z522
Bone marrow donor;Z52.3;icdcat21-4;Z523
Kidney donor;Z52.4;icdcat21-4;Z524
Cornea donor;Z52.5;icdcat21-4;Z525
Liver donor;Z52.6;icdcat21-4;Z526
Heart donor;Z52.7;icdcat21-4;Z527
Donor of other organs and tissues;Z52.8;icdcat21-4;Z528
Donor of unspecified organ or tissue;Z52.9;icdcat21-4;Z529
Persons encountering health services for specific procedures, not carried out;Z53;icdcat21-4;Z53
Procedure not carried out because of contraindication;Z53.0;icdcat21-4;Z530
Procedure not carried out because of patient's decision for reasons of belief and group pressure;Z53.1;icdcat21-4;Z531
Procedure not carried out because of patient's decision for other and unspecified reasons;Z53.2;icdcat21-4;Z532
Procedure not carried out for other reasons;Z53.8;icdcat21-4;Z538
Procedure not carried out, unspecified reason;Z53.9;icdcat21-4;Z539
Convalescence;Z54;icdcat21-4;Z54
Convalescence following surgery;Z54.0;icdcat21-4;Z540
Convalescence following radiotherapy;Z54.1;icdcat21-4;Z541
Convalescence following chemotherapy;Z54.2;icdcat21-4;Z542
Convalescence following psychotherapy;Z54.3;icdcat21-4;Z543
Convalescence following treatment of fracture;Z54.4;icdcat21-4;Z544
Convalescence following combined treatment;Z54.7;icdcat21-4;Z547
Convalescence following other treatment;Z54.8;icdcat21-4;Z548
Convalescence following unspecified treatment;Z54.9;icdcat21-4;Z549
Problems related to education and literacy;Z55;icdcat21-5;Z55
Illiteracy and low-level literacy;Z55.0;icdcat21-5;Z550
Schooling unavailable and unattainable;Z55.1;icdcat21-5;Z551
Failed examinations;Z55.2;icdcat21-5;Z552
Underachievement in school;Z55.3;icdcat21-5;Z553
Educational maladjustment and discord with teachers and classmates;Z55.4;icdcat21-5;Z554
Other problems related to education and literacy;Z55.8;icdcat21-5;Z558
Problem related to education and literacy, unspecified;Z55.9;icdcat21-5;Z559
Problems related to employment and unemployment;Z56;icdcat21-5;Z56
Unemployment, unspecified;Z56.0;icdcat21-5;Z560
Change of job;Z56.1;icdcat21-5;Z561
Threat of job loss;Z56.2;icdcat21-5;Z562
Stressful work schedule;Z56.3;icdcat21-5;Z563
Discord with boss and workmates;Z56.4;icdcat21-5;Z564
Uncongenial work;Z56.5;icdcat21-5;Z565
Other physical and mental strain related to work;Z56.6;icdcat21-5;Z566
Other and unspecified problems related to employment;Z56.7;icdcat21-5;Z567
Occupational exposure to risk-factors;Z57;icdcat21-5;Z57
Occupational exposure to noise;Z57.0;icdcat21-5;Z570
Occupational exposure to radiation;Z57.1;icdcat21-5;Z571
Occupational exposure to dust;Z57.2;icdcat21-5;Z572
Occupational exposure to other air contaminants;Z57.3;icdcat21-5;Z573
Occupational exposure to toxic agents in agriculture;Z57.4;icdcat21-5;Z574
Occupational exposure to toxic agents in other industries;Z57.5;icdcat21-5;Z575
Occupational exposure to extreme temperature;Z57.6;icdcat21-5;Z576
Occupational exposure to vibration;Z57.7;icdcat21-5;Z577
Occupational exposure to other risk-factors;Z57.8;icdcat21-5;Z578
Occupational exposure to unspecified risk-factor;Z57.9;icdcat21-5;Z579
Problems related to physical environment;Z58;icdcat21-5;Z58
Exposure to noise;Z58.0;icdcat21-5;Z580
Exposure to air pollution;Z58.1;icdcat21-5;Z581
Exposure to water pollution;Z58.2;icdcat21-5;Z582
Exposure to soil pollution;Z58.3;icdcat21-5;Z583
Exposure to radiation;Z58.4;icdcat21-5;Z584
Exposure to other pollution;Z58.5;icdcat21-5;Z585
Inadequate drinking-water supply;Z58.6;icdcat21-5;Z586
Other problems related to physical environment;Z58.8;icdcat21-5;Z588
Problem related to physical environment, unspecified;Z58.9;icdcat21-5;Z589
Problems related to housing and economic circumstances;Z59;icdcat21-5;Z59
Homelessness;Z59.0;icdcat21-5;Z590
Inadequate housing;Z59.1;icdcat21-5;Z591
Discord with neighbours, lodgers and landlord;Z59.2;icdcat21-5;Z592
Problems related to living in residential institution;Z59.3;icdcat21-5;Z593
Lack of adequate food;Z59.4;icdcat21-5;Z594
Extreme poverty;Z59.5;icdcat21-5;Z595
Low income;Z59.6;icdcat21-5;Z596
Insufficient social insurance and welfare support;Z59.7;icdcat21-5;Z597
Other problems related to housing and economic circumstances;Z59.8;icdcat21-5;Z598
Problem related to housing and economic circumstances, unspecified;Z59.9;icdcat21-5;Z599
Problems related to social environment;Z60;icdcat21-5;Z60
Problems of adjustment to life-cycle transitions;Z60.0;icdcat21-5;Z600
Atypical parenting situation;Z60.1;icdcat21-5;Z601
Living alone;Z60.2;icdcat21-5;Z602
Acculturation difficulty;Z60.3;icdcat21-5;Z603
Social exclusion and rejection;Z60.4;icdcat21-5;Z604
Target of perceived adverse discrimination and persecution;Z60.5;icdcat21-5;Z605
Other problems related to social environment;Z60.8;icdcat21-5;Z608
Problem related to social environment, unspecified;Z60.9;icdcat21-5;Z609
Problems related to negative life events in childhood;Z61;icdcat21-5;Z61
Loss of love relationship in childhood;Z61.0;icdcat21-5;Z610
Removal from home in childhood;Z61.1;icdcat21-5;Z611
Altered pattern of family relationships in childhood;Z61.2;icdcat21-5;Z612
Events resulting in loss of self-esteem in childhood;Z61.3;icdcat21-5;Z613
Problems related to alleged sexual abuse of child by person within primary support group;Z61.4;icdcat21-5;Z614
Problems related to alleged sexual abuse of child by person outside primary support group;Z61.5;icdcat21-5;Z615
Problems related to alleged physical abuse of child;Z61.6;icdcat21-5;Z616
Personal frightening experience in childhood;Z61.7;icdcat21-5;Z617
Other negative life events in childhood;Z61.8;icdcat21-5;Z618
Negative life event in childhood, unspecified;Z61.9;icdcat21-5;Z619
Other problems related to upbringing;Z62;icdcat21-5;Z62
Inadequate parental supervision and control;Z62.0;icdcat21-5;Z620
Parental overprotection;Z62.1;icdcat21-5;Z621
Institutional upbringing;Z62.2;icdcat21-5;Z622
Hostility towards and scapegoating of child;Z62.3;icdcat21-5;Z623
Emotional neglect of child;Z62.4;icdcat21-5;Z624
Other problems related to neglect in upbringing;Z62.5;icdcat21-5;Z625
Inappropriate parental pressure and other abnormal qualities of upbringing;Z62.6;icdcat21-5;Z626
Other specified problems related to upbringing;Z62.8;icdcat21-5;Z628
Problem related to upbringing, unspecified;Z62.9;icdcat21-5;Z629
Other problems related to primary support group, including family circumstances;Z63;icdcat21-5;Z63
Problems in relationship with spouse or partner;Z63.0;icdcat21-5;Z630
Problems in relationship with parents and in-laws;Z63.1;icdcat21-5;Z631
Inadequate family support;Z63.2;icdcat21-5;Z632
Absence of family member;Z63.3;icdcat21-5;Z633
Disappearance and death of family member;Z63.4;icdcat21-5;Z634
Disruption of family by separation and divorce;Z63.5;icdcat21-5;Z635
Dependent relative needing care at home;Z63.6;icdcat21-5;Z636
Other stressful life events affecting family and household;Z63.7;icdcat21-5;Z637
Other specified problems related to primary support group;Z63.8;icdcat21-5;Z638
Problem related to primary support group, unspecified;Z63.9;icdcat21-5;Z639
Problems related to certain psychosocial circumstances;Z64;icdcat21-5;Z64
Problems related to unwanted pregnancy;Z64.0;icdcat21-5;Z640
Problems related to multiparity;Z64.1;icdcat21-5;Z641
Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful;Z64.2;icdcat21-5;Z642
Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful;Z64.3;icdcat21-5;Z643
